Student summary,Attendance date,Course,Reason
OOOOO,11-08-22,Queer Voices,"Illness - All Day (LS, MS, US)"
OOOOO,11-10-22,Queer Voices,"Illness - All Day (LS, MS, US)"
OOOOO,9-26-22,TA: Civics,"Religious Holiday (LS, MS, US)"
OOOOO,9-30-22,TA: Civics,"Illness - All Day (LS, MS, US)"
OOOOO,10-27-22,TA: Civics,"Other (LS, MS, US)"
OOOOO,10-31-22,TA: Civics,"Illness - All Day (LS, MS, US)"
OOOOO,11-02-22,TA: Civics,"Illness - All Day (LS, MS, US)"
OOOOO,11-08-22,TA: Civics,"Illness - All Day (LS, MS, US)"
OOOOO,11-10-22,TA: Civics,"Illness - All Day (LS, MS, US)"
OOOOOO,10-12-22,Advanced Calculus,"Other (LS, MS, US)"
OOOOOO,10-28-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
OOOOOO,9-16-22,Mandarin III,Absent
OOOOOO,10-12-22,Travel Literature,"Other (LS, MS, US)"
OOOOOO,10-28-22,Travel Literature,"Illness - All Day (LS, MS, US)"
OOOOOO,10-12-22,US History,"Other (LS, MS, US)"
OOOOOO,10-28-22,US History,"Illness - All Day (LS, MS, US)"
OOOOOOO,9-26-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
OOOOOOO,11-04-22,Advanced Algebra,School Trip - Full Day
OOOOOOO,9-26-22,Chemistry,"Illness - All Day (LS, MS, US)"
OOOOOOO,11-04-22,Chemistry,School Trip - Full Day
OOOOOOO,9-23-22,English 10,School Trip - Full Day
OOOOOOO,9-16-22,Ensemble I,"Medical Appt. - AM (MS, US)"
OOOOOOO,9-26-22,Ensemble I,"Illness - All Day (LS, MS, US)"
OOOOOOO,11-04-22,Ensemble I,School Trip - Full Day
OOOOOOO,9-23-22,Indigenous North American History,School Trip - Full Day
OOOOOOO,9-23-22,Spanish III,School Trip - Full Day
OOOOOOOO,9-29-22,Biology,"Illness - All Day (LS, MS, US)"
OOOOOOOO,10-07-22,Biology,"Illness - All Day (LS, MS, US)"
OOOOOOOO,9-16-22,English 9,"Illness - All Day (LS, MS, US)"
OOOOOOOO,9-22-22,English 9,"Other (LS, MS, US)"
OOOOOOOO,10-06-22,English 9,"Illness - All Day (LS, MS, US)"
OOOOOOOO,10-18-22,English 9,"Illness - All Day (LS, MS, US)"
OOOOOOOO,9-29-22,Geometry,"Illness - All Day (LS, MS, US)"
OOOOOOOO,10-07-22,Geometry,"Illness - All Day (LS, MS, US)"
OOOOOOOO,9-29-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
OOOOOOOO,10-07-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
OOOOOOOO,9-16-22,Let's Play!,"Illness - All Day (LS, MS, US)"
OOOOOOOO,9-22-22,Let's Play!,"Other (LS, MS, US)"
OOOOOOOO,9-30-22,Let's Play!,"Illness - All Day (LS, MS, US)"
OOOOOOOO,10-06-22,Let's Play!,"Illness - All Day (LS, MS, US)"
OOOOOOOO,10-18-22,Let's Play!,"Illness - All Day (LS, MS, US)"
OOOOOOOO,9-16-22,Spanish I,"Illness - All Day (LS, MS, US)"
OOOOOOOO,9-22-22,Spanish I,"Other (LS, MS, US)"
OOOOOOOO,10-06-22,Spanish I,"Illness - All Day (LS, MS, US)"
OOOOOOOO,10-18-22,Spanish I,"Illness - All Day (LS, MS, US)"
OOOOOOOOO,9-28-22,Chemistry,"Family Trip (LS, MS, US)"
OOOOOOOOO,9-30-22,Chemistry,"Family Trip (LS, MS, US)"
OOOOOOOOO,9-14-22,Digital Filmmaking,"Medical Appt. - AM (MS, US)"
OOOOOOOOO,9-28-22,Digital Filmmaking,"Family Trip (LS, MS, US)"
OOOOOOOOO,9-30-22,Digital Filmmaking,"Family Trip (LS, MS, US)"
OOOOOOOOO,9-09-22,English 10,Sports  Dismissal- Half Class Period
OOOOOOOOO,9-09-22,Global Women's Issues,School Trip - Full Day
OOOOOOOOO,9-19-22,Global Women's Issues,"Medical Appt. - AM (MS, US)"
OOOOOOOOO,11-01-22,Global Women's Issues,"Other (LS, MS, US)"
OOOOOOOOO,9-14-22,Spanish II,"Medical Appt. - AM (MS, US)"
OOOOOOOOO,9-30-22,Spanish II,"Family Trip (LS, MS, US)"
OOOOOOOOOO,9-20-22,Chemistry,"Illness - All Day (LS, MS, US)"
OOOOOOOOOO,9-22-22,Chemistry,"Other (LS, MS, US)"
OOOOOOOOOO,9-21-22,Cultural Ethics,"Illness - All Day (LS, MS, US)"
OOOOOOOOOO,9-23-22,Cultural Ethics,"Other (LS, MS, US)"
OOOOOOOOOO,10-03-22,Cultural Ethics,Sports Dismissal- Full Class Period
OOOOOOOOOO,9-21-22,English 10,"Illness - All Day (LS, MS, US)"
OOOOOOOOOO,9-23-22,English 10,"Other (LS, MS, US)"
OOOOOOOOOO,9-20-22,Health,"Illness - All Day (LS, MS, US)"
OOOOOOOOOO,9-22-22,Health,"Other (LS, MS, US)"
OOOOOOOOOO,9-20-22,Mandarin IV,"Illness - All Day (LS, MS, US)"
OOOOOOOOOO,9-22-22,Mandarin IV,"Other (LS, MS, US)"
OOOOOOOOOO,9-28-22,Mandarin IV,Sports Dismissal- Full Class Period
OOOOOOOOOO,10-06-22,Mandarin IV,Sports Dismissal- Full Class Period
OOOOOOOOOO,11-02-22,Mandarin IV,"Medical Appt. - AM (MS, US)"
OOOOOOOOOO,9-21-22,Math Analysis,"Illness - All Day (LS, MS, US)"
OOOOOOOOOO,9-23-22,Math Analysis,"Other (LS, MS, US)"
OOOOOOOOOOO,9-13-22,Advanced Biology,"Other (LS, MS, US)"
OOOOOOOOOOO,10-12-22,Advanced Biology,"Other (LS, MS, US)"
OOOOOOOOOOO,9-12-22,Digital Filmmaking,"Other (LS, MS, US)"
OOOOOOOOOOO,9-20-22,Digital Filmmaking,"Other (LS, MS, US)"
OOOOOOOOOOO,9-30-22,Digital Filmmaking,"Other (LS, MS, US)"
OOOOOOOOOOO,9-13-22,French IV,"Other (LS, MS, US)"
OOOOOOOOOOO,10-12-22,French IV,"Other (LS, MS, US)"
OOOOOOOOOOO,9-12-22,Introductory Calculus,"Other (LS, MS, US)"
OOOOOOOOOOO,10-11-22,Introductory Calculus,Commons Duty (US)
OOOOOOOOOOO,9-12-22,Literature and Disability,"Other (LS, MS, US)"
OOOOOOOOOOO,9-13-22,US History,"Other (LS, MS, US)"
OOOOOOOOOOO,10-12-22,US History,"Other (LS, MS, US)"
P,10-18-22,English 9,"Illness - All Day (LS, MS, US)"
P,10-18-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
P,10-18-22,Spanish I,"Illness - All Day (LS, MS, US)"
PP,9-23-22,Chemistry,School Trip - Full Day
PP,9-23-22,English 10,School Trip - Full Day
PP,10-03-22,English 10,"Medical Appt. - PM (MS, US)"
PP,11-04-22,Health,School Trip - Full Day
PP,11-04-22,Marxism and Its Legacy,School Trip - Full Day
PP,9-23-22,Math Analysis,School Trip - Full Day
PP,11-04-22,Spanish III,School Trip - Full Day
PPP,10-11-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
PPP,10-12-22,Anatomy and Physiology,"Other (LS, MS, US)"
PPP,10-12-22,Creative Writing: Poetry,"Other (LS, MS, US)"
PPP,9-30-22,US History,"Other (LS, MS, US)"
PPP,10-11-22,US History,"Illness - All Day (LS, MS, US)"
PPP,9-20-22,Understanding the Brain,"Other (LS, MS, US)"
PPP,10-11-22,Understanding the Brain,"Illness - All Day (LS, MS, US)"
PPP,11-02-22,Understanding the Brain,"Illness - Left Early (MS, US)"
PPPP,9-09-22,Algebra I,"Illness - All Day (LS, MS, US)"
PPPP,9-13-22,Algebra I,Sports Dismissal- Full Class Period
PPPP,11-08-22,Biology,"Illness - All Day (LS, MS, US)"
PPPP,9-20-22,English 9,Sports Dismissal- Full Class Period
PPPP,11-08-22,English 9,"Illness - All Day (LS, MS, US)"
PPPP,9-09-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
PPPP,10-28-22,Historical Inquiry,Sports Dismissal- Full Class Period
PPPP,11-04-22,Spanish I,"Illness - Left Early (MS, US)"
PPPP,11-08-22,Spanish I,"Illness - All Day (LS, MS, US)"
PPPP,9-09-22,Wilderness First Aid,"Illness - All Day (LS, MS, US)"
PPPPP,9-09-22,Spanish III,School Trip - Full Day
PPPPP,10-07-22,Spanish III,"Illness - All Day (LS, MS, US)"
PPPPP,10-17-22,Spanish III,Sports  Dismissal- Half Class Period
PPPPP,9-09-22,US History,School Trip - Full Day
PPPPP,10-07-22,US History,"Illness - All Day (LS, MS, US)"
PPPPPP,9-14-22,Mandarin III,"Illness - Left Early (MS, US)"
PPPPPPP,9-06-22,Chemistry,"Illness - All Day (LS, MS, US)"
PPPPPPP,10-11-22,Chemistry,"Illness - All Day (LS, MS, US)"
PPPPPPP,9-06-22,Health,"Illness - All Day (LS, MS, US)"
PPPPPPP,10-11-22,Health,"Illness - All Day (LS, MS, US)"
PPPPPPP,9-13-22,Spanish III,"Other (LS, MS, US)"
PPPPPPP,11-14-22,Spanish III,"Other (LS, MS, US)"
PPPPPPP,9-06-22,The Middle East,"Illness - All Day (LS, MS, US)"
PPPPPPP,10-11-22,The Middle East,"Illness - All Day (LS, MS, US)"
PPPPPPPP,10-03-22,Advanced Statistics,"Other (LS, MS, US)"
PPPPPPPP,9-21-22,Anatomy and Physiology,"Other (LS, MS, US)"
PPPPPPPP,10-28-22,Anatomy and Physiology,"Other (LS, MS, US)"
PPPPPPPP,11-01-22,French: Advanced Studies,Absent
PPPPPPPPP,9-26-22,Climbing and Mindfulness,"Other (LS, MS, US)"
PPPPPPPPP,10-06-22,Climbing and Mindfulness,"Medical Appt. - PM (MS, US)"
PPPPPPPPP,10-13-22,Climbing and Mindfulness,School Trip - Full Day
PPPPPPPPP,11-10-22,Climbing and Mindfulness,School Trip - Full Day
PPPPPPPPP,9-23-22,Ecological Literature,"Other (LS, MS, US)"
PPPPPPPPP,10-12-22,Ecological Literature,School Trip - Full Day
PPPPPPPPP,11-14-22,Ecological Literature,"Other (LS, MS, US)"
PPPPPPPPP,9-19-22,Indigenous North American History,"Other (LS, MS, US)"
PPPPPPPPP,9-23-22,Indigenous North American History,"Other (LS, MS, US)"
PPPPPPPPP,10-12-22,Indigenous North American History,School Trip - Full Day
PPPPPPPPP,11-18-22,Indigenous North American History,"Other (LS, MS, US)"
PPPPPPPPP,9-22-22,Queer Voices,School Trip - Full Day
PPPPPPPPP,9-26-22,Queer Voices,"Other (LS, MS, US)"
PPPPPPPPP,10-13-22,Queer Voices,School Trip - Full Day
PPPPPPPPP,11-10-22,Queer Voices,School Trip - Full Day
PPPPPPPPP,9-12-22,"Vertebrates: Origins, Designs & Threats","Medical Appt. - AM (MS, US)"
PPPPPPPPP,9-22-22,"Vertebrates: Origins, Designs & Threats",School Trip - Full Day
PPPPPPPPP,9-26-22,"Vertebrates: Origins, Designs & Threats","Other (LS, MS, US)"
PPPPPPPPP,10-13-22,"Vertebrates: Origins, Designs & Threats",School Trip - Full Day
PPPPPPPPP,11-10-22,"Vertebrates: Origins, Designs & Threats",School Trip - Full Day
PPPPPPPPPP,9-15-22,Advanced Algebra,School Trip - Full Day
PPPPPPPPPP,10-07-22,Advanced Algebra,School Trip - Full Day
PPPPPPPPPP,9-16-22,Backpacking,School Trip - Full Day
PPPPPPPPPP,9-16-22,Chemistry,School Trip - Full Day
PPPPPPPPPP,9-15-22,Cultural Ethics,School Trip - Full Day
PPPPPPPPPP,10-07-22,Cultural Ethics,School Trip - Full Day
PPPPPPPPPP,10-26-22,Cultural Ethics,Sports Dismissal- Full Class Period
PPPPPPPPPP,9-16-22,English 10,School Trip - Full Day
PPPPPPPPPP,9-15-22,Spanish III,School Trip - Full Day
PPPPPPPPPP,10-07-22,Spanish III,School Trip - Full Day
PPPPPPPPPP,10-28-22,Spanish III,Sports  Dismissal- Half Class Period
PPPPPPPPPPP,10-12-22,Advanced Biology,"Other (LS, MS, US)"
PPPPPPPPPPP,9-21-22,French IV,"Other (LS, MS, US)"
PPPPPPPPPPP,10-12-22,French IV,"Other (LS, MS, US)"
PPPPPPPPPPP,10-12-22,Math Analysis,"Other (LS, MS, US)"
PPPPPPPPPPP,11-01-22,Math Analysis,"Illness - Left Early (MS, US)"
Q,9-19-22,Algebra I,"Illness - All Day (LS, MS, US)"
Q,11-18-22,Algebra I,"Other (LS, MS, US)"
Q,9-20-22,Biology,"Illness - All Day (LS, MS, US)"
Q,11-08-22,Biology,"Illness - All Day (LS, MS, US)"
Q,9-20-22,Digital Filmmaking,"Illness - All Day (LS, MS, US)"
Q,11-08-22,Digital Filmmaking,"Illness - All Day (LS, MS, US)"
Q,9-19-22,English 9,"Illness - All Day (LS, MS, US)"
Q,9-19-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
Q,9-14-22,Spanish I,"Illness - Left Early (MS, US)"
Q,9-20-22,Spanish I,"Illness - All Day (LS, MS, US)"
Q,11-08-22,Spanish I,"Illness - All Day (LS, MS, US)"
QQ,10-03-22,Advanced Biology,Sports Dismissal- Full Class Period
QQ,10-17-22,Advanced Biology,Sports Dismissal- Full Class Period
QQ,11-18-22,Advanced Biology,"Illness - All Day (LS, MS, US)"
QQ,10-12-22,Computer Art,"Other (LS, MS, US)"
QQ,11-18-22,Computer Art,"Illness - All Day (LS, MS, US)"
QQ,9-21-22,Creative Writing: Poetry,Sports Dismissal- Full Class Period
QQ,10-12-22,Creative Writing: Poetry,"Other (LS, MS, US)"
QQ,10-17-22,Creative Writing: Poetry,Sports Dismissal- Full Class Period
QQ,11-18-22,Creative Writing: Poetry,"Illness - All Day (LS, MS, US)"
QQ,9-28-22,Introductory Calculus,Sports Dismissal- Full Class Period
QQ,10-06-22,Introductory Calculus,Sports Dismissal- Full Class Period
QQ,11-17-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
QQ,11-17-22,Spanish IV,"Illness - All Day (LS, MS, US)"
QQ,10-27-22,US History,"Other (LS, MS, US)"
QQ,11-17-22,US History,"Illness - All Day (LS, MS, US)"
QQQ,9-08-22,Let's Play!,"Medical Appt. - AM (MS, US)"
QQQQ,9-12-22,Biology,Sports  Dismissal- Half Class Period
QQQQ,11-08-22,Biology,"Medical Appt. - PM (MS, US)"
QQQQ,9-26-22,English 9,"Medical Appt. - PM (MS, US)"
QQQQ,9-19-22,Mandarin I,Sports  Dismissal- Half Class Period
QQQQ,10-17-22,Mandarin I,Sports  Dismissal- Half Class Period
QQQQQ,10-04-22,Chemistry,"Illness - All Day (LS, MS, US)"
QQQQQ,10-06-22,Chemistry,"Illness - All Day (LS, MS, US)"
QQQQQ,11-04-22,Chemistry,"Late Arrival (LS, MS, US)"
QQQQQ,11-08-22,Chemistry,"Illness - All Day (LS, MS, US)"
QQQQQ,11-10-22,Chemistry,"Illness - All Day (LS, MS, US)"
QQQQQ,9-09-22,Darwinian Revolution,"Medical Appt. - PM (MS, US)"
QQQQQ,10-03-22,Darwinian Revolution,"Illness - All Day (LS, MS, US)"
QQQQQ,10-05-22,Darwinian Revolution,"Illness - All Day (LS, MS, US)"
QQQQQ,10-07-22,Darwinian Revolution,"Illness - All Day (LS, MS, US)"
QQQQQ,11-03-22,Darwinian Revolution,Absent
QQQQQ,11-07-22,Darwinian Revolution,"Illness - All Day (LS, MS, US)"
QQQQQ,11-09-22,Darwinian Revolution,"Illness - All Day (LS, MS, US)"
QQQQQ,11-18-22,Darwinian Revolution,"Late Arrival (LS, MS, US)"
QQQQQ,10-03-22,English 10,"Illness - All Day (LS, MS, US)"
QQQQQ,10-05-22,English 10,"Illness - All Day (LS, MS, US)"
QQQQQ,10-07-22,English 10,"Illness - All Day (LS, MS, US)"
QQQQQ,11-03-22,English 10,"Medical Appt. - AM (MS, US)"
QQQQQ,11-07-22,English 10,"Illness - All Day (LS, MS, US)"
QQQQQ,11-09-22,English 10,"Illness - All Day (LS, MS, US)"
QQQQQ,10-03-22,Mandarin II,"Illness - All Day (LS, MS, US)"
QQQQQ,10-05-22,Mandarin II,"Illness - All Day (LS, MS, US)"
QQQQQ,10-07-22,Mandarin II,"Illness - All Day (LS, MS, US)"
QQQQQ,11-03-22,Mandarin II,Absent
QQQQQ,11-07-22,Mandarin II,"Illness - All Day (LS, MS, US)"
QQQQQ,11-09-22,Mandarin II,"Illness - All Day (LS, MS, US)"
QQQQQ,10-04-22,Math Analysis,"Illness - All Day (LS, MS, US)"
QQQQQ,10-06-22,Math Analysis,"Illness - All Day (LS, MS, US)"
QQQQQ,11-08-22,Math Analysis,"Illness - All Day (LS, MS, US)"
QQQQQ,11-10-22,Math Analysis,"Illness - All Day (LS, MS, US)"
QQQQQ,10-04-22,Spanish III,"Illness - All Day (LS, MS, US)"
QQQQQ,10-06-22,Spanish III,"Illness - All Day (LS, MS, US)"
QQQQQ,11-08-22,Spanish III,"Illness - All Day (LS, MS, US)"
QQQQQ,11-10-22,Spanish III,"Illness - All Day (LS, MS, US)"
QQQQQQ,10-12-22,Advanced Statistics,College Visit-Off Campus (US)
QQQQQQ,10-13-22,Ecological Literature,College Visit-Off Campus (US)
QQQQQQ,10-13-22,Environmental Science,College Visit-Off Campus (US)
QQQQQQ,10-13-22,Understanding the Brain,College Visit-Off Campus (US)
QQQQQQ,10-18-22,Understanding the Brain,"Other (LS, MS, US)"
QQQQQQ,10-25-22,Understanding the Brain,Absent
QQQQQQ,11-04-22,Understanding the Brain,"Other (LS, MS, US)"
QQQQQQQ,10-13-22,Biology,School Trip - HalfDay
QQQQQQQQ,9-26-22,Advanced Chemistry,"Religious Holiday (LS, MS, US)"
QQQQQQQQ,9-26-22,Black Voices,"Religious Holiday (LS, MS, US)"
QQQQQQQQ,9-19-22,Fire Arts,"Other (LS, MS, US)"
QQQQQQQQ,10-05-22,Fire Arts,"Religious Holiday (LS, MS, US)"
QQQQQQQQ,9-26-22,Marine Biology,"Religious Holiday (LS, MS, US)"
QQQQQQQQ,10-05-22,Math Analysis,"Religious Holiday (LS, MS, US)"
QQQQQQQQ,10-17-22,Math Analysis,"Illness - Left Early (MS, US)"
QQQQQQQQ,10-05-22,US History,"Religious Holiday (LS, MS, US)"
QQQQQQQQ,10-12-22,US History,"Late Arrival (LS, MS, US)"
QQQQQQQQQ,10-31-22,Chemistry,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,11-15-22,Chemistry,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,11-14-22,English 10,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,11-16-22,English 10,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,11-18-22,English 10,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,10-31-22,Ensemble I,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,11-15-22,Ensemble I,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,10-31-22,Japanese History and Culture,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,11-15-22,Japanese History and Culture,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,10-17-22,Math Analysis,"Other (LS, MS, US)"
QQQQQQQQQ,10-24-22,Math Analysis,"Family Trip (LS, MS, US)"
QQQQQQQQQ,11-14-22,Math Analysis,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,11-16-22,Math Analysis,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,11-18-22,Math Analysis,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,10-24-22,Spanish II,"Family Trip (LS, MS, US)"
QQQQQQQQQ,11-14-22,Spanish II,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,11-16-22,Spanish II,"Illness - All Day (LS, MS, US)"
QQQQQQQQQ,11-18-22,Spanish II,"Illness - All Day (LS, MS, US)"
QQQQQQQQQQ,9-23-22,Advanced Calculus,School Trip - Full Day
QQQQQQQQQQ,9-29-22,Advanced Calculus,"Medical Appt. - PM (MS, US)"
QQQQQQQQQQ,10-17-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
QQQQQQQQQQ,10-28-22,Advanced Calculus,"Other (LS, MS, US)"
QQQQQQQQQQ,9-12-22,Ecological Literature,"Illness - All Day (LS, MS, US)"
QQQQQQQQQQ,10-11-22,Ecological Literature,"Medical Appt. - AM (MS, US)"
QQQQQQQQQQ,10-18-22,Ecological Literature,"Late Arrival (LS, MS, US)"
QQQQQQQQQQ,11-04-22,Ecological Literature,School Trip - Full Day
QQQQQQQQQQ,9-21-22,Introduction to Psychology,"Other (LS, MS, US)"
QQQQQQQQQQ,9-23-22,Introduction to Psychology,School Trip - Full Day
QQQQQQQQQQ,10-17-22,Introduction to Psychology,"Illness - All Day (LS, MS, US)"
QQQQQQQQQQ,9-12-22,Physics with Calculus,"Illness - All Day (LS, MS, US)"
QQQQQQQQQQ,11-04-22,Physics with Calculus,School Trip - Full Day
QQQQQQQQQQ,9-12-22,Understanding the Brain,"Illness - All Day (LS, MS, US)"
QQQQQQQQQQ,11-04-22,Understanding the Brain,School Trip - Full Day
QQQQQQQQQQQ,9-30-22,Advanced Chemistry,"Other (LS, MS, US)"
QQQQQQQQQQQ,10-06-22,Advanced Chemistry,"Family Trip (LS, MS, US)"
QQQQQQQQQQQ,10-06-22,Black Voices,"Family Trip (LS, MS, US)"
QQQQQQQQQQQ,10-18-22,Black Voices,"Other (LS, MS, US)"
QQQQQQQQQQQ,9-21-22,French IV,"Other (LS, MS, US)"
QQQQQQQQQQQ,10-05-22,French IV,"Family Trip (LS, MS, US)"
QQQQQQQQQQQ,10-07-22,French IV,"Family Trip (LS, MS, US)"
QQQQQQQQQQQ,10-12-22,French IV,"Other (LS, MS, US)"
QQQQQQQQQQQ,9-13-22,Math Analysis,Sports Dismissal- Full Class Period
QQQQQQQQQQQ,9-19-22,Math Analysis,"Other (LS, MS, US)"
QQQQQQQQQQQ,10-05-22,Math Analysis,"Family Trip (LS, MS, US)"
QQQQQQQQQQQ,10-07-22,Math Analysis,"Family Trip (LS, MS, US)"
QQQQQQQQQQQ,10-12-22,Math Analysis,"Other (LS, MS, US)"
QQQQQQQQQQQ,10-28-22,Math Analysis,"Other (LS, MS, US)"
QQQQQQQQQQQ,11-01-22,Math Analysis,Sports  Dismissal- Half Class Period
QQQQQQQQQQQ,9-29-22,Metal Design,"Other (LS, MS, US)"
QQQQQQQQQQQ,10-05-22,Metal Design,"Family Trip (LS, MS, US)"
QQQQQQQQQQQ,10-07-22,Metal Design,"Family Trip (LS, MS, US)"
QQQQQQQQQQQ,10-12-22,Metal Design,"Other (LS, MS, US)"
QQQQQQQQQQQ,9-20-22,US History,Sports Dismissal- Full Class Period
QQQQQQQQQQQ,9-28-22,US History,Sports Dismissal- Full Class Period
QQQQQQQQQQQ,10-06-22,US History,"Family Trip (LS, MS, US)"
R,9-12-22,Ecological Literature,"Illness - All Day (LS, MS, US)"
R,10-27-22,Ecological Literature,"Illness - All Day (LS, MS, US)"
R,9-12-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
R,10-27-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
R,10-24-22,Physics,"Late Arrival (LS, MS, US)"
R,9-29-22,Spanish IV,"Other (LS, MS, US)"
R,9-12-22,Tykoe Yearbook,"Illness - All Day (LS, MS, US)"
R,10-27-22,Tykoe Yearbook,"Illness - All Day (LS, MS, US)"
R,9-27-22,US History,"Other (LS, MS, US)"
RR,11-03-22,Advanced Algebra,Commons Duty (US)
RR,9-12-22,Historical Inquiry,Sports  Dismissal- Half Class Period
RR,10-06-22,Historical Inquiry,Sports  Dismissal- Half Class Period
RR,9-19-22,Mandarin I,Sports  Dismissal- Half Class Period
RR,10-17-22,Mandarin I,Sports  Dismissal- Half Class Period
RR,9-15-22,Metal Design,Sports  Dismissal- Half Class Period
RRR,10-26-22,Advanced Biology,"Family Trip (LS, MS, US)"
RRR,10-28-22,Advanced Biology,"Family Trip (LS, MS, US)"
RRR,10-27-22,Digital Filmmaking,"Family Trip (LS, MS, US)"
RRR,10-12-22,Ecological Literature,"Other (LS, MS, US)"
RRR,10-26-22,Ecological Literature,"Family Trip (LS, MS, US)"
RRR,10-28-22,Ecological Literature,"Family Trip (LS, MS, US)"
RRR,10-12-22,French III,"Other (LS, MS, US)"
RRR,10-26-22,French III,"Family Trip (LS, MS, US)"
RRR,10-28-22,French III,"Family Trip (LS, MS, US)"
RRR,10-27-22,Math Analysis,"Family Trip (LS, MS, US)"
RRR,10-27-22,US History,"Family Trip (LS, MS, US)"
RRRR,10-17-22,Algebra I,"Illness - All Day (LS, MS, US)"
RRRR,10-24-22,Algebra I,"Medical Appt. - PM (MS, US)"
RRRR,11-01-22,Algebra I,"Illness - All Day (LS, MS, US)"
RRRR,9-28-22,Biology,"Medical Appt. - AM (MS, US)"
RRRR,10-18-22,Biology,"Illness - All Day (LS, MS, US)"
RRRR,11-02-22,Biology,"Illness - All Day (LS, MS, US)"
RRRR,11-04-22,Biology,"Illness - All Day (LS, MS, US)"
RRRR,10-17-22,Black and White Photography,"Illness - All Day (LS, MS, US)"
RRRR,11-01-22,Black and White Photography,"Illness - All Day (LS, MS, US)"
RRRR,9-28-22,English 9,"Medical Appt. - AM (MS, US)"
RRRR,10-18-22,English 9,"Illness - All Day (LS, MS, US)"
RRRR,10-25-22,English 9,"Illness - All Day (LS, MS, US)"
RRRR,11-02-22,English 9,"Illness - All Day (LS, MS, US)"
RRRR,11-04-22,English 9,"Illness - All Day (LS, MS, US)"
RRRR,9-28-22,Historical Inquiry,"Medical Appt. - PM (MS, US)"
RRRR,10-18-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
RRRR,10-25-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
RRRR,11-02-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
RRRR,11-04-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
RRRR,10-07-22,Spanish IV,"Other (LS, MS, US)"
RRRR,10-17-22,Spanish IV,"Illness - All Day (LS, MS, US)"
RRRR,11-01-22,Spanish IV,"Illness - All Day (LS, MS, US)"
RRRRR,9-22-22,Advanced Biology,Absent
RRRRR,9-30-22,Advanced Biology,College Visit-Off Campus (US)
RRRRR,9-22-22,Advanced Calculus,"Other (LS, MS, US)"
RRRRR,9-30-22,Advanced Calculus,College Visit-Off Campus (US)
RRRRR,9-23-22,Ecological Literature,College Visit-Off Campus (US)
RRRRR,10-24-22,Ecological Literature,"Illness - All Day (LS, MS, US)"
RRRRR,9-19-22,Global Women's Issues,"Other (LS, MS, US)"
RRRRR,9-23-22,Global Women's Issues,College Visit-Off Campus (US)
RRRRR,10-24-22,Global Women's Issues,"Illness - All Day (LS, MS, US)"
RRRRR,9-22-22,Mandarin V,Absent
RRRRR,9-19-22,TA: Mandarin,"Other (LS, MS, US)"
RRRRR,9-23-22,TA: Mandarin,College Visit-Off Campus (US)
RRRRR,10-03-22,TA: Mandarin,"Other (LS, MS, US)"
RRRRR,10-24-22,TA: Mandarin,"Illness - All Day (LS, MS, US)"
RRRRRR,11-17-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
RRRRRR,11-16-22,Chemistry,"Illness - All Day (LS, MS, US)"
RRRRRR,11-18-22,Chemistry,"Illness - All Day (LS, MS, US)"
RRRRRR,10-28-22,English 10,"Medical Appt. - PM (MS, US)"
RRRRRR,11-16-22,English 10,"Illness - All Day (LS, MS, US)"
RRRRRR,11-18-22,English 10,"Illness - All Day (LS, MS, US)"
RRRRRR,9-13-22,Global Women's Issues,Sports Dismissal- Full Class Period
RRRRRR,11-01-22,Global Women's Issues,Sports Dismissal- Full Class Period
